site,genus,species,forklength,lowest_taxon,collection
EMC,Gambusia,affinis,34,G.affinis,2018-03-09
EMC,Gambusia,affinis,35,G.affinis,2018-03-09
EMC,Gambusia,affinis,26,G.affinis,2018-03-09
EMC,Gambusia,affinis,35,G.affinis,2018-03-09
EMC,Lepisosteus,oculatus,555,L.oculatus,2018-03-09
EMC,Lepisosteus,oculatus,450,L.oculatus,2018-03-09
EMC,Lepomis,auritius,38,L.auritius,2018-03-09
EMC,Lepomis,auritius,28,L.auritius,2018-03-09
EMC,Lepomis,auritius,29,L.auritius,2018-03-09
EMC,Lepomis,auritius,59,L.auritius,2018-03-09
EMC,Lepomis,auritius,46,L.auritius,2018-03-09
EMC,Lepomis,auritius,53,L.auritius,2018-03-09
EMC,Lepomis,macrochirus,124,L.macrochirus,2018-03-09
EMC,Lepomis,macrochirus,24,L.macrochirus,2018-03-09
EMC,Lepomis,macrochirus,53,L.macrochirus,2018-03-09
EMC,Lepomis,macrochirus,73,L.macrochirus,2018-03-09
EMC,Lepomis,macrochirus,45,L.macrochirus,2018-03-09
EMC,Lepomis,macrochirus,87,L.macrochirus,2018-03-09
EMC,Lepomis,macrochirus,49,L.macrochirus,2018-03-09
EMC,Lepomis,megalotis,63,L.megalotis,2018-03-09
EMC,Lepomis,megalotis,60,L.megalotis,2018-03-09
EMC,Lepomis,megalotis,36,L.megalotis,2018-03-09
EMC,Lepomis,megalotis,35,L.megalotis,2018-03-09
EMC,Lepomis,megalotis,31,L.megalotis,2018-03-09
EMC,Lepomis,megalotis,29,L.megalotis,2018-03-09
EMC,Lepomis,megalotis,28,L.megalotis,2018-03-09
EMC,Lepomis,megalotis,24,L.megalotis,2018-03-09
EMC,Lepomis,megalotis,29,L.megalotis,2018-03-09
EMC,Lepomis,megalotis,67,L.megalotis,2018-03-09
EMC,Lepomis,megalotis,25,L.megalotis,2018-03-09
EMC,Lepomis,megalotis,27,L.megalotis,2018-03-09
EMC,Lepomis,megalotis,92,L.megalotis,2018-03-09
EMC,Lepomis,megalotis,64,L.megalotis,2018-03-09
EMC,Lepomis,megalotis,48,L.megalotis,2018-03-09
EMC,Lepomis,megalotis,45,L.megalotis,2018-03-09
EMC,Lepomis,megalotis,38,L.megalotis,2018-03-09
EMC,Lepomis,megalotis,30,L.megalotis,2018-03-09
EMC,Lepomis,megalotis,126,L.megalotis,2018-03-09
EMC,Lepomis,megalotis,92,L.megalotis,2018-03-09
EMC,Noturus,gyrinus,55,N.gyrinus,2018-03-09
EMC,Pimephales,vigilax,40,P.vigilax,2018-03-09
EMC,Pimephales,vigilax,34,P.vigilax,2018-03-09
EMC,Pimephales,vigilax,55,P.vigilax,2018-03-09
EMC,Pimephales,vigilax,45,P.vigilax,2018-03-09
EMC,Pimephales,vigilax,38,P.vigilax,2018-03-09
EMC,Pimephales,vigilax,54,P.vigilax,2018-03-09
EMC,Pimephales,vigilax,29,P.vigilax,2018-03-09
EMC,Pimephales,vigilax,36,P.vigilax,2018-03-09
EMC,Pimephales,vigilax,39,P.vigilax,2018-03-09
EMC,Pimephales,vigilax,53,P.vigilax,2018-03-09
EMC,Pimephales,vigilax,35,P.vigilax,2018-03-09
EMC,Pimephales,vigilax,34,P.vigilax,2018-03-09
EMC,Pimephales,vigilax,36,P.vigilax,2018-03-09
EMC,Pomoxis,nigromaculatus,227,P.nigromaculatus,2018-03-09
WMC,Lepomis,gulosus,71,L.gulosus,2018-03-09
WMC,Lepomis,gulosus,58,L.gulosus,2018-03-09
WMC,Lepomis,gulosus,68,L.gulosus,2018-03-09
WMC,Lepomis,gulosus,76,L.gulosus,2018-03-09
WMC,Lepomis,gulosus,79,L.gulosus,2018-03-09
WMC,Cyprinella,lutrensis,48,C.lutrensis,2018-03-09
WMC,Cyprinella,lutrensis,40,C.lutrensis,2018-03-09
WMC,Etheostoma,gracile,48,E.gracile,2018-03-09
WMC,Gambusia,affinis,27,G.affinis,2018-03-09
WMC,Gambusia,affinis,24,G.affinis,2018-03-09
WMC,Gambusia,affinis,35,G.affinis,2018-03-09
WMC,Gambusia,affinis,27,G.affinis,2018-03-09
WMC,Gambusia,affinis,25,G.affinis,2018-03-09
WMC,Gambusia,affinis,40,G.affinis,2018-03-09
WMC,Gambusia,affinis,49,G.affinis,2018-03-09
WMC,Gambusia,affinis,22,G.affinis,2018-03-09
WMC,Gambusia,affinis,38,G.affinis,2018-03-09
WMC,Gambusia,affinis,27,G.affinis,2018-03-09
WMC,Gambusia,affinis,39,G.affinis,2018-03-09
WMC,Gambusia,affinis,39,G.affinis,2018-03-09
WMC,Gambusia,affinis,28,G.affinis,2018-03-09
WMC,Gambusia,affinis,40,G.affinis,2018-03-09
WMC,Gambusia,affinis,23,G.affinis,2018-03-09
WMC,Gambusia,affinis,33,G.affinis,2018-03-09
WMC,Gambusia,affinis,35,G.affinis,2018-03-09
WMC,Gambusia,affinis,29,G.affinis,2018-03-09
WMC,Gambusia,affinis,25,G.affinis,2018-03-09
WMC,Gambusia,affinis,28,G.affinis,2018-03-09
WMC,Ictalurus,punctatus,55,I.punctatus,2018-03-09
WMC,Labidesthes,sicculus,70,L.sicculus,2018-03-09
WMC,Lepisosteus,oculatus,344,L.oculatus,2018-03-09
WMC,Lepisosteus,oculatus,413,L.oculatus,2018-03-09
WMC,Lepomis,cyanellus,66,L.cyanellus,2018-03-09
WMC,Lepomis,cyanellus,41,L.cyanellus,2018-03-09
WMC,Lepomis,cyanellus,84,L.cyanellus,2018-03-09
WMC,Lepomis,cyanellus,77,L.cyanellus,2018-03-09
WMC,Lepomis,cyanellus,61,L.cyanellus,2018-03-09
WMC,Lepomis,cyanellus,75,L.cyanellus,2018-03-09
WMC,Lepomis,cyanellus,63,L.cyanellus,2018-03-09
WMC,Lepomis,macrochirus,22,L.macrochirus,2018-03-09
WMC,Lepomis,macrochirus,67,L.macrochirus,2018-03-09
WMC,Lepomis,macrochirus,59,L.macrochirus,2018-03-09
WMC,Lepomis,macrochirus,47,L.macrochirus,2018-03-09
WMC,Lepomis,macrochirus,118,L.macrochirus,2018-03-09
WMC,Lepomis,macrochirus,113,L.macrochirus,2018-03-09
WMC,Lepomis,macrochirus,66,L.macrochirus,2018-03-09
WMC,Lepomis,macrochirus,55,L.macrochirus,2018-03-09
WMC,Lepomis,megalotis,63,L.megalotis,2018-03-09
WMC,Lepomis,megalotis,63,L.megalotis,2018-03-09
WMC,Lepomis,megalotis,32,L.megalotis,2018-03-09
WMC,Lepomis,megalotis,20,L.megalotis,2018-03-09
WMC,Lepomis,megalotis,74,L.megalotis,2018-03-09
WMC,Lepomis,megalotis,77,L.megalotis,2018-03-09
WMC,Lepomis,megalotis,79,L.megalotis,2018-03-09
WMC,Lepomis,megalotis,101,L.megalotis,2018-03-09
WMC,Lepomis,megalotis,97,L.megalotis,2018-03-09
WMC,Lepomis,megalotis,80,L.megalotis,2018-03-09
WMC,Lepomis,megalotis,78,L.megalotis,2018-03-09
WMC,Lepomis,megalotis,31,L.megalotis,2018-03-09
WMC,Lepomis,megalotis,85,L.megalotis,2018-03-09
WMC,Lepomis,megalotis,62,L.megalotis,2018-03-09
WMC,Lepomis,megalotis,76,L.megalotis,2018-03-09
WMC,Lepomis,megalotis,64,L.megalotis,2018-03-09
WMC,Lepomis,megalotis,76,L.megalotis,2018-03-09
WMC,Lepomis,megalotis,137,L.megalotis,2018-03-09
WMC,Lepomis,megalotis,35,L.megalotis,2018-03-09
WMC,Lepomis,megalotis,69,L.megalotis,2018-03-09
WMC,Lepomis,microlophus,83,L.microlophus,2018-03-09
WMC,Pimephales,vigilax,50,P.vigilax,2018-03-09
WMC,Pimephales,vigilax,48,P.vigilax,2018-03-09
WMC,Pimephales,vigilax,57,P.vigilax,2018-03-09
WMC,Pimephales,vigilax,57,P.vigilax,2018-03-09
WMC,Pomoxis,annularis,132,P.annularis,2018-03-09
PLC,Lepomis,gulosus,63,L.gulosus,2018-03-10
PLC,Agonostomus,monticola,39,A.monticola,2018-03-10
PLC,Cyprinella,lutrensis,57,C.lutrensis,2018-03-10
PLC,Cyprinella,lutrensis,58,C.lutrensis,2018-03-10
PLC,Cyprinella,lutrensis,50,C.lutrensis,2018-03-10
PLC,Cyprinella,lutrensis,49,C.lutrensis,2018-03-10
PLC,Cyprinella,lutrensis,58,C.lutrensis,2018-03-10
PLC,Cyprinella,lutrensis,52,C.lutrensis,2018-03-10
PLC,Cyprinella,lutrensis,52,C.lutrensis,2018-03-10
PLC,Cyprinella,lutrensis,52,C.lutrensis,2018-03-10
PLC,Cyprinella,lutrensis,56,C.lutrensis,2018-03-10
PLC,Cyprinella,lutrensis,61,C.lutrensis,2018-03-10
PLC,Cyprinella,lutrensis,58,C.lutrensis,2018-03-10
PLC,Cyprinella,lutrensis,62,C.lutrensis,2018-03-10
PLC,Cyprinella,lutrensis,54,C.lutrensis,2018-03-10
PLC,Cyprinella,lutrensis,54,C.lutrensis,2018-03-10
PLC,Cyprinella,lutrensis,58,C.lutrensis,2018-03-10
PLC,Cyprinella,lutrensis,51,C.lutrensis,2018-03-10
PLC,Cyprinella,lutrensis,48,C.lutrensis,2018-03-10
PLC,Cyprinella,lutrensis,53,C.lutrensis,2018-03-10
PLC,Cyprinella,lutrensis,53,C.lutrensis,2018-03-10
PLC,Cyprinella,lutrensis,59,C.lutrensis,2018-03-10
PLC,Gambusia,affinis,45,G.affinis,2018-03-10
PLC,Ictalurus,punctatus,117,I.punctatus,2018-03-10
PLC,Lepomis,cyanellus,51,L.cyanellus,2018-03-10
PLC,Lepomis,megalotis,64,L.megalotis,2018-03-10
PLC,Lepomis,megalotis,70,L.megalotis,2018-03-10
PLC,Lepomis,megalotis,52,L.megalotis,2018-03-10
PLC,Lepomis,megalotis,62,L.megalotis,2018-03-10
PLC,Lepomis,megalotis,38,L.megalotis,2018-03-10
PLC,Lepomis,megalotis,64,L.megalotis,2018-03-10
PLC,Lepomis,megalotis,52,L.megalotis,2018-03-10
PLC,Lepomis,megalotis,47,L.megalotis,2018-03-10
PLC,Lepomis,megalotis,38,L.megalotis,2018-03-10
PLC,Poecilia,formosa,66,P.formosa,2018-03-10
PLC,Poecilia,latipinna,47,P.latipinna,2018-03-10
PLC,Poecilia,latipinna,66,P.latipinna,2018-03-10
PLC,Poecilia,latipinna,72,P.latipinna,2018-03-10
PLC,Trinectes,maculatus,45,T.maculatus,2018-03-10
GC,Lepomis,gulosus,61,L.gulosus,2018-03-30
GC,Fundulus,chrysotus,50,F.chrysotus,2018-03-30
GC,Fundulus,chrysotus,71,F.chrysotus,2018-03-30
GC,Fundulus,chrysotus,64,F.chrysotus,2018-03-30
GC,Gambusia,affinis,38,G.affinis,2018-03-30
GC,Gambusia,affinis,44,G.affinis,2018-03-30
GC,Gambusia,affinis,31,G.affinis,2018-03-30
GC,Gambusia,affinis,40,G.affinis,2018-03-30
GC,Gambusia,affinis,37,G.affinis,2018-03-30
GC,Gambusia,affinis,33,G.affinis,2018-03-30
GC,Gambusia,affinis,34,G.affinis,2018-03-30
GC,Gambusia,affinis,34,G.affinis,2018-03-30
GC,Gambusia,affinis,34,G.affinis,2018-03-30
GC,Gambusia,affinis,36,G.affinis,2018-03-30
GC,Gambusia,affinis,38,G.affinis,2018-03-30
GC,Gambusia,affinis,34,G.affinis,2018-03-30
GC,Gambusia,affinis,45,G.affinis,2018-03-30
GC,Gambusia,affinis,32,G.affinis,2018-03-30
GC,Gambusia,affinis,42,G.affinis,2018-03-30
GC,Gambusia,affinis,26,G.affinis,2018-03-30
GC,Gambusia,affinis,27,G.affinis,2018-03-30
GC,Gambusia,affinis,43,G.affinis,2018-03-30
GC,Gambusia,affinis,38,G.affinis,2018-03-30
GC,Gambusia,affinis,32,G.affinis,2018-03-30
GC,Gambusia,affinis,51,G.affinis,2018-03-30
GC,Lepomis,auritius,76,L.auritius,2018-03-30
GC,Lepomis,auritius,61,L.auritius,2018-03-30
GC,Lepomis,auritius,69,L.auritius,2018-03-30
GC,Lepomis,auritius,64,L.auritius,2018-03-30
GC,Lepomis,auritius,58,L.auritius,2018-03-30
GC,Lepomis,macrochirus,39,L.macrochirus,2018-03-30
GC,Lepomis,macrochirus,52,L.macrochirus,2018-03-30
GC,Lepomis,macrochirus,41,L.macrochirus,2018-03-30
GC,Lepomis,macrochirus,41,L.macrochirus,2018-03-30
GC,Lepomis,macrochirus,59,L.macrochirus,2018-03-30
GC,Lepomis,cyanellus,102,L.cyanellus,2018-03-30
GC,Lepomis,cyanellus,83,L.cyanellus,2018-03-30
GC,Lepomis,cyanellus,84,L.cyanellus,2018-03-30
GC,Lepomis,cyanellus,118,L.cyanellus,2018-03-30
GC,Lepomis,cyanellus,57,L.cyanellus,2018-03-30
GC,Lepomis,megalotis,50,L.megalotis,2018-03-30
GC,Lepomis,megalotis,65,L.megalotis,2018-03-30
GC,Lepomis,megalotis,41,L.megalotis,2018-03-30
GC,Lepomis,megalotis,43,L.megalotis,2018-03-30
GC,Lepomis,megalotis,54,L.megalotis,2018-03-30
GC,Lepomis,megalotis,35,L.megalotis,2018-03-30
GC,Lepomis,megalotis,34,L.megalotis,2018-03-30
GC,Lepomis,megalotis,75,L.megalotis,2018-03-30
GC,Lepomis,megalotis,56,L.megalotis,2018-03-30
GC,Lepomis,megalotis,87,L.megalotis,2018-03-30
GC,Lepomis,megalotis,56,L.megalotis,2018-03-30
GC,Lepomis,megalotis,78,L.megalotis,2018-03-30
GC,Lepomis,megalotis,36,L.megalotis,2018-03-30
GC,Lepomis,megalotis,83,L.megalotis,2018-03-30
GC,Lepomis,megalotis,69,L.megalotis,2018-03-30
GC,Lepomis,megalotis,49,L.megalotis,2018-03-30
GC,Lepomis,megalotis,77,L.megalotis,2018-03-30
GC,Lepomis,megalotis,66,L.megalotis,2018-03-30
GC,Lepomis,megalotis,54,L.megalotis,2018-03-30
GC,Lepomis,megalotis,67,L.megalotis,2018-03-30
GC,Micropterus,salmoides,92,M.salmoides,2018-03-30
GC,Micropterus,salmoides,127,M.salmoides,2018-03-30
GC,Notropis,texanus,59,N.texanus,2018-03-30
GC,Notropis,texanus,58,N.texanus,2018-03-30
PDC,Ameiurus,melas,122,A.melas,2018-03-30
PDC,Ameiurus,melas,159,A.melas,2018-03-30
PDC,Fundulus,chrysotus,53,F.chrysotus,2018-03-30
PDC,Fundulus,chrysotus,43,F.chrysotus,2018-03-30
PDC,Fundulus,chrysotus,60,F.chrysotus,2018-03-30
PDC,Fundulus,chrysotus,32,F.chrysotus,2018-03-30
PDC,Fundulus,chrysotus,32,F.chrysotus,2018-03-30
PDC,Fundulus,chrysotus,48,F.chrysotus,2018-03-30
PDC,Fundulus,notatus,69,F.notatus,2018-03-30
PDC,Fundulus,notatus,57,F.notatus,2018-03-30
PDC,Fundulus,notatus,64,F.notatus,2018-03-30
PDC,Fundulus,notatus,63,F.notatus,2018-03-30
PDC,Fundulus,notatus,58,F.notatus,2018-03-30
PDC,Fundulus,notatus,58,F.notatus,2018-03-30
PDC,Gambusia,affinis,30,G.affinis,2018-03-30
PDC,Gambusia,affinis,18,G.affinis,2018-03-30
PDC,Gambusia,affinis,24,G.affinis,2018-03-30
PDC,Gambusia,affinis,33,G.affinis,2018-03-30
PDC,Gambusia,affinis,33,G.affinis,2018-03-30
PDC,Gambusia,affinis,22,G.affinis,2018-03-30
PDC,Gambusia,affinis,30,G.affinis,2018-03-30
PDC,Gambusia,affinis,32,G.affinis,2018-03-30
PDC,Gambusia,affinis,22,G.affinis,2018-03-30
PDC,Gambusia,affinis,28,G.affinis,2018-03-30
PDC,Gambusia,affinis,34,G.affinis,2018-03-30
PDC,Gambusia,affinis,28,G.affinis,2018-03-30
PDC,Lepisosteus,oculatus,532,L.oculatus,2018-03-30
PDC,Lepomis,auritius,73,L.auritius,2018-03-30
PDC,Lepomis,macrochirus,82,L.macrochirus,2018-03-30
PDC,Lepomis,macrochirus,32,L.macrochirus,2018-03-30
PDC,Lepomis,cyanellus,74,L.cyanellus,2018-03-30
PDC,Lepomis,cyanellus,122,L.cyanellus,2018-03-30
PDC,Lepomis,cyanellus,68,L.cyanellus,2018-03-30
PDC,Lepomis,megalotis,74,L.megalotis,2018-03-30
EMC,Cyprinella,lutrensis,35,C.lutrensis,2018-03-31
EMC,Cyprinella,lutrensis,46,C.lutrensis,2018-03-31
EMC,Cyprinella,lutrensis,32,C.lutrensis,2018-03-31
EMC,Cyprinella,lutrensis,47,C.lutrensis,2018-03-31
EMC,Cyprinella,lutrensis,36,C.lutrensis,2018-03-31
EMC,Cyprinella,lutrensis,32,C.lutrensis,2018-03-31
EMC,Cyprinella,lutrensis,37,C.lutrensis,2018-03-31
EMC,Cyprinella,lutrensis,31,C.lutrensis,2018-03-31
EMC,Cyprinella,lutrensis,35,C.lutrensis,2018-03-31
EMC,Cyprinella,lutrensis,37,C.lutrensis,2018-03-31
EMC,Cyprinella,lutrensis,27,C.lutrensis,2018-03-31
EMC,Cyprinella,lutrensis,39,C.lutrensis,2018-03-31
EMC,Cyprinella,lutrensis,47,C.lutrensis,2018-03-31
EMC,Cyprinella,lutrensis,42,C.lutrensis,2018-03-31
EMC,Cyprinella,lutrensis,35,C.lutrensis,2018-03-31
EMC,Cyprinella,lutrensis,31,C.lutrensis,2018-03-31
EMC,Cyprinella,lutrensis,23,C.lutrensis,2018-03-31
EMC,Cyprinella,lutrensis,49,C.lutrensis,2018-03-31
EMC,Cyprinella,lutrensis,49,C.lutrensis,2018-03-31
EMC,Cyprinella,lutrensis,40,C.lutrensis,2018-03-31
EMC,Gambusia,affinis,32,G.affinis,2018-03-31
EMC,Gambusia,affinis,25,G.affinis,2018-03-31
EMC,Gambusia,affinis,36,G.affinis,2018-03-31
EMC,Gambusia,affinis,33,G.affinis,2018-03-31
EMC,Gambusia,affinis,30,G.affinis,2018-03-31
EMC,Gambusia,affinis,28,G.affinis,2018-03-31
EMC,Gambusia,affinis,40,G.affinis,2018-03-31
EMC,Gambusia,affinis,35,G.affinis,2018-03-31
EMC,Gambusia,affinis,26,G.affinis,2018-03-31
EMC,Gambusia,affinis,37,G.affinis,2018-03-31
EMC,Gambusia,affinis,34,G.affinis,2018-03-31
EMC,Gambusia,affinis,30,G.affinis,2018-03-31
EMC,Gambusia,affinis,19,G.affinis,2018-03-31
EMC,Gambusia,affinis,25,G.affinis,2018-03-31
EMC,Gambusia,affinis,36,G.affinis,2018-03-31
EMC,Gambusia,affinis,25,G.affinis,2018-03-31
EMC,Gambusia,affinis,35,G.affinis,2018-03-31
EMC,Gambusia,affinis,36,G.affinis,2018-03-31
EMC,Gambusia,affinis,34,G.affinis,2018-03-31
EMC,Gambusia,affinis,27,G.affinis,2018-03-31
EMC,Lepomis,macrochirus,59,L.macrochirus,2018-03-31
EMC,Lepomis,macrochirus,60,L.macrochirus,2018-03-31
EMC,Lepomis,megalotis,73,L.megalotis,2018-03-31
EMC,Lepomis,megalotis,53,L.megalotis,2018-03-31
EMC,Lepomis,megalotis,55,L.megalotis,2018-03-31
EMC,Lepomis,megalotis,46,L.megalotis,2018-03-31
EMC,Lepomis,megalotis,30,L.megalotis,2018-03-31
EMC,Lepomis,megalotis,57,L.megalotis,2018-03-31
EMC,Lepomis,megalotis,46,L.megalotis,2018-03-31
EMC,Lepomis,megalotis,33,L.megalotis,2018-03-31
EMC,Lepomis,megalotis,68,L.megalotis,2018-03-31
EMC,Lepomis,megalotis,50,L.megalotis,2018-03-31
EMC,Lepomis,megalotis,37,L.megalotis,2018-03-31
EMC,Lepomis,megalotis,37,L.megalotis,2018-03-31
EMC,Lepomis,megalotis,55,L.megalotis,2018-03-31
EMC,Lepomis,megalotis,34,L.megalotis,2018-03-31
EMC,Lepomis,megalotis,33,L.megalotis,2018-03-31
EMC,Lepomis,megalotis,56,L.megalotis,2018-03-31
EMC,Lepomis,megalotis,68,L.megalotis,2018-03-31
EMC,Lepomis,megalotis,59,L.megalotis,2018-03-31
EMC,Lepomis,megalotis,57,L.megalotis,2018-03-31
EMC,Lepomis,megalotis,53,L.megalotis,2018-03-31
EMC,Notropis,texanus,32,N.texanus,2018-03-31
EMC,Noturus,gyrinus,61,N.gyrinus,2018-03-31
EMC,Noturus,gyrinus,61,N.gyrinus,2018-03-31
EMC,Pimephales,vigilax,39,P.vigilax,2018-03-31
EMC,Pimephales,vigilax,50,P.vigilax,2018-03-31
EMC,Pimephales,vigilax,47,P.vigilax,2018-03-31
EMC,Pimephales,vigilax,46,P.vigilax,2018-03-31
EMC,Pimephales,vigilax,47,P.vigilax,2018-03-31
EMC,Pimephales,vigilax,37,P.vigilax,2018-03-31
EMC,Pimephales,vigilax,35,P.vigilax,2018-03-31
EMC,Pimephales,vigilax,44,P.vigilax,2018-03-31
EMC,Pimephales,vigilax,42,P.vigilax,2018-03-31
EMC,Pimephales,vigilax,36,P.vigilax,2018-03-31
EMC,Pimephales,vigilax,45,P.vigilax,2018-03-31
EMC,Pimephales,vigilax,47,P.vigilax,2018-03-31
EMC,Pimephales,vigilax,27,P.vigilax,2018-03-31
EMC,Pimephales,vigilax,74,P.vigilax,2018-03-31
EMC,Pimephales,vigilax,55,P.vigilax,2018-03-31
EMC,Pimephales,vigilax,47,P.vigilax,2018-03-31
EMC,Pimephales,vigilax,50,P.vigilax,2018-03-31
EMC,Pimephales,vigilax,49,P.vigilax,2018-03-31
EMC,Pimephales,vigilax,60,P.vigilax,2018-03-31
EMC,Pimephales,vigilax,42,P.vigilax,2018-03-31
WMC,Cyprinella,lutrensis,51,C.lutrensis,2018-03-31
WMC,Cyprinella,venusta,67,C.venusta,2018-03-31
WMC,Cyprinella,venusta,52,C.venusta,2018-03-31
WMC,Etheostoma,gracile,23,E.gracile,2018-03-31
WMC,Etheostoma,gracile,35,E.gracile,2018-03-31
WMC,Etheostoma,gracile,25,E.gracile,2018-03-31
WMC,Etheostoma,gracile,50,E.gracile,2018-03-31
WMC,Etheostoma,gracile,43,E.gracile,2018-03-31
WMC,Fundulus,chrysotus,13,F.chrysotus,2018-03-31
WMC,Gambusia,affinis,32,G.affinis,2018-03-31
WMC,Gambusia,affinis,33,G.affinis,2018-03-31
WMC,Gambusia,affinis,41,G.affinis,2018-03-31
WMC,Gambusia,affinis,25,G.affinis,2018-03-31
WMC,Gambusia,affinis,23,G.affinis,2018-03-31
WMC,Gambusia,affinis,38,G.affinis,2018-03-31
WMC,Gambusia,affinis,27,G.affinis,2018-03-31
WMC,Gambusia,affinis,29,G.affinis,2018-03-31
WMC,Gambusia,affinis,29,G.affinis,2018-03-31
WMC,Gambusia,affinis,34,G.affinis,2018-03-31
WMC,Gambusia,affinis,45,G.affinis,2018-03-31
WMC,Gambusia,affinis,42,G.affinis,2018-03-31
WMC,Gambusia,affinis,26,G.affinis,2018-03-31
WMC,Gambusia,affinis,26,G.affinis,2018-03-31
WMC,Gambusia,affinis,24,G.affinis,2018-03-31
WMC,Gambusia,affinis,25,G.affinis,2018-03-31
WMC,Gambusia,affinis,26,G.affinis,2018-03-31
WMC,Gambusia,affinis,40,G.affinis,2018-03-31
WMC,Gambusia,affinis,28,G.affinis,2018-03-31
WMC,Gambusia,affinis,30,G.affinis,2018-03-31
WMC,Lepomis,macrochirus,128,L.macrochirus,2018-03-31
WMC,Lepomis,macrochirus,68,L.macrochirus,2018-03-31
WMC,Notropis,texanus,28,N.texanus,2018-03-31
WMC,Pimephales,vigilax,40,P.vigilax,2018-03-31
MR,Cyprinodon,variegatus,42,C.variegatus,2018-04-01
MR,Gambusia,affinis,38,G.affinis,2018-04-01
MR,Gambusia,affinis,43,G.affinis,2018-04-01
MR,Gambusia,affinis,23,G.affinis,2018-04-01
MR,Gambusia,affinis,38,G.affinis,2018-04-01
MR,Lepomis,macrochirus,72,L.macrochirus,2018-04-01
MR,Lepomis,macrochirus,154,L.macrochirus,2018-04-01
MR,Lepomis,megalotis,114,L.megalotis,2018-04-01
MR,Lepomis,megalotis,80,L.megalotis,2018-04-01
MR,Lepomis,megalotis,42,L.megalotis,2018-04-01
MR,Mugil,cephalus,330,M.cephalus,2018-04-01
MR,Mugil,cephalus,320,M.cephalus,2018-04-01
MR,Poecilia,latipinna,34,P.latipinna,2018-04-01
MR,Poecilia,latipinna,38,P.latipinna,2018-04-01
MR,Poecilia,latipinna,51,P.latipinna,2018-04-01
MR,Poecilia,latipinna,41,P.latipinna,2018-04-01
MR,Poecilia,latipinna,31,P.latipinna,2018-04-01
MR,Poecilia,latipinna,42,P.latipinna,2018-04-01
PLC,Lepomis,gulosus,69,L.gulosus,2018-04-01
PLC,Lepomis,gulosus,99,L.gulosus,2018-04-01
PLC,Lepomis,gulosus,66,L.gulosus,2018-04-01
PLC,Lepomis,gulosus,70,L.gulosus,2018-04-01
PLC,Agonostomus,monticola,160,A.monticola,2018-04-01
PLC,Agonostomus,monticola,47,A.monticola,2018-04-01
PLC,Agonostomus,monticola,51,A.monticola,2018-04-01
PLC,Agonostomus,monticola,52,A.monticola,2018-04-01
PLC,Agonostomus,monticola,40,A.monticola,2018-04-01
PLC,Agonostomus,monticola,46,A.monticola,2018-04-01
PLC,Agonostomus,monticola,50,A.monticola,2018-04-01
PLC,Agonostomus,monticola,145,A.monticola,2018-04-01
PLC,Agonostomus,monticola,53,A.monticola,2018-04-01
PLC,Agonostomus,monticola,48,A.monticola,2018-04-01
PLC,Agonostomus,monticola,49,A.monticola,2018-04-01
PLC,Agonostomus,monticola,46,A.monticola,2018-04-01
PLC,Agonostomus,monticola,46,A.monticola,2018-04-01
PLC,Agonostomus,monticola,46,A.monticola,2018-04-01
PLC,Agonostomus,monticola,47,A.monticola,2018-04-01
PLC,Agonostomus,monticola,45,A.monticola,2018-04-01
PLC,Agonostomus,monticola,49,A.monticola,2018-04-01
PLC,Agonostomus,monticola,52,A.monticola,2018-04-01
PLC,Agonostomus,monticola,51,A.monticola,2018-04-01
PLC,Agonostomus,monticola,54,A.monticola,2018-04-01
PLC,Ameiurus,natalis,134,A.natalis,2018-04-01
PLC,Ameiurus,natalis,158,A.natalis,2018-04-01
PLC,Cyprinella,lutrensis,43,C.lutrensis,2018-04-01
PLC,Cyprinella,lutrensis,53,C.lutrensis,2018-04-01
PLC,Cyprinella,lutrensis,47,C.lutrensis,2018-04-01
PLC,Cyprinella,lutrensis,51,C.lutrensis,2018-04-01
PLC,Cyprinella,lutrensis,56,C.lutrensis,2018-04-01
PLC,Cyprinella,lutrensis,64,C.lutrensis,2018-04-01
PLC,Cyprinella,lutrensis,53,C.lutrensis,2018-04-01
PLC,Cyprinella,lutrensis,32,C.lutrensis,2018-04-01
PLC,Cyprinella,lutrensis,32,C.lutrensis,2018-04-01
PLC,Cyprinella,lutrensis,66,C.lutrensis,2018-04-01
PLC,Cyprinella,lutrensis,55,C.lutrensis,2018-04-01
PLC,Cyprinella,lutrensis,43,C.lutrensis,2018-04-01
PLC,Cyprinella,lutrensis,56,C.lutrensis,2018-04-01
PLC,Cyprinella,lutrensis,37,C.lutrensis,2018-04-01
PLC,Cyprinella,lutrensis,60,C.lutrensis,2018-04-01
PLC,Cyprinella,lutrensis,58,C.lutrensis,2018-04-01
PLC,Cyprinella,lutrensis,62,C.lutrensis,2018-04-01
PLC,Cyprinella,lutrensis,48,C.lutrensis,2018-04-01
PLC,Cyprinella,lutrensis,54,C.lutrensis,2018-04-01
PLC,Cyprinella,lutrensis,21,C.lutrensis,2018-04-01
PLC,Cyprinella,lutrensis,37,C.lutrensis,2018-04-01
PLC,Cyprinella,lutrensis,32,C.lutrensis,2018-04-01
PLC,Cyprinella,lutrensis,32,C.lutrensis,2018-04-01
PLC,Cyprinella,lutrensis,18,C.lutrensis,2018-04-01
PLC,Cyprinella,lutrensis,36,C.lutrensis,2018-04-01
PLC,Cyprinella,lutrensis,33,C.lutrensis,2018-04-01
