site,trophic_category,species,trophic_level_fbase,size_max,guild,carbon,hydrogen,nitrogen,hydrogen_water,W,W_sd,W_compound,hydrogen_raw,kingdom,src_d15N_AQ_mu,src_d15N_TE_mu,percent_AQ_mu,percent_TE_mu,nitrogen_raw,trophic_level_N,trophic_level_N_scaling
Sub-Humid,F-Invertivore,L.macrochirus,3.2,80,Fish,-26.79399625,-55.01455551677066,14.134172480324494,-6.45,0.173,0.122,0.45547627646966393,-57.9523775,Animal,5.548216580083333,2.7229109916666667,0.05021026348103379,0.9497897365189664,16.99894281,4.157109553036616,3.8200466163039173
Sub-Humid,F-Invertivore,L.macrochirus,3.2,80,Fish,-28.126992,-75.10418007677067,6.688654825324495,-6.45,0.173,0.122,0.45547627646966393,-78.04200206,Animal,5.548216580083333,2.7229109916666667,0.05021026348103379,0.9497897365189664,9.553425155,1.9672514192130868,1.9110442358069986
Sub-Humid,F-Invertivore,L.macrochirus,3.2,80,Fish,-28.99539649,-84.84437927677067,8.201831620324496,-6.45,0.173,0.122,0.45547627646966393,-87.78220126,Animal,5.548216580083333,2.7229109916666667,0.05021026348103379,0.9497897365189664,11.06660195,2.412303417742499,2.278286561201249
Sub-Humid,F-Invertivore,L.macrochirus,3.2,80,Fish,-29.06853613,-90.35709294677068,7.312739110324495,-6.45,0.173,0.122,0.45547627646966393,-93.29491493,Animal,5.548216580083333,2.7229109916666667,0.05021026348103379,0.9497897365189664,10.17750944,2.150805620683675,2.031316419534582
Sub-Humid,F-Piscivore,L.megalotis,3.6,80,Fish,-27.50765486,-73.84632441942327,6.618158197292356,-6.45,0.173,0.122,0.4953166124925167,-77.04111657,Animal,5.548216580083333,2.7229109916666667,0.09882988027410455,0.9011701197258954,9.620293802,1.946517116850693,1.8909023420835303
Sub-Humid,F-Piscivore,L.megalotis,3.6,80,Fish,-28.96758282,-87.91630663942327,6.570507705292355,-6.45,0.173,0.122,0.4953166124925167,-91.11109879,Animal,5.548216580083333,2.7229109916666667,0.09882988027410455,0.9011701197258954,9.57264331,1.9325022662624576,1.8772879157978157
Sub-Humid,F-Piscivore,L.megalotis,3.6,80,Fish,-29.6485026,-83.27785395942327,6.347981705292355,-6.45,0.173,0.122,0.4953166124925167,-86.47264611,Animal,5.548216580083333,2.7229109916666667,0.09882988027410455,0.9011701197258954,9.35011731,1.8670534427330456,1.8137090586549587
Sub-Humid,F-Piscivore,L.megalotis,3.6,80,Fish,-29.67013545,-92.60785784942328,6.825401123292355,-6.45,0.173,0.122,0.4953166124925167,-95.80265,Animal,5.548216580083333,2.7229109916666667,0.09882988027410455,0.9011701197258954,9.827536728,2.0074709186153985,1.9501146066549586
Sub-Humid,F-Piscivore,L.microlophus,3.5,120,Fish,-30.07909937,-90.0627951281044,6.066789760292355,-6.45,0.173,0.122,0.4856384948675363,-93.19516342,Animal,5.548216580083333,2.7229109916666667,0.09882988027410455,0.9011701197258954,9.068925365,1.7843499294977516,1.733368502940673
Sub-Humid,F-Piscivore,L.microlophus,3.5,120,Fish,-29.78448053,-90.0627951281044,5.4234873252923546,-6.45,0.173,0.122,0.4856384948675363,-93.19516342,Animal,5.548216580083333,2.7229109916666667,0.09882988027410455,0.9011701197258954,8.42562293,1.5951433309683396,1.549567807226387
Sub-Humid,F-Piscivore,L.microlophus,3.5,160,Fish,-29.93178995,-84.7232039081044,5.745138542792356,-6.45,0.173,0.122,0.4856384948675363,-87.8555722,Animal,5.548216580083333,2.7229109916666667,0.09882988027410455,0.9011701197258954,8.7472741475,1.689746630233046,1.6414681550835302
Sub-Humid,F-Piscivore,L.oculatus,4,400,Fish,-26.49277342,-82.91456734602575,8.288674015292354,-6.45,0.173,0.122,0.5322420114688746,-86.34752832,Animal,5.548216580083333,2.7229109916666667,0.09882988027410455,0.9011701197258954,11.29080962,2.4378452986153984,2.3024094486923206
Sub-Humid,F-Piscivore,L.oculatus,4,580,Fish,-25.99480163,-68.77918044602575,10.848074265292356,-6.45,0.173,0.122,0.5322420114688746,-72.21214142,Animal,5.548216580083333,2.7229109916666667,0.09882988027410455,0.9011701197258954,13.85020987,3.1906100780271633,2.9319119635925284
Sub-Humid,I-NA,leaf,1,NA,Terrestrial,-32.316051710000004,-94.12368009776056,0.0489897573333331,-6.45,0.173,0.122,0.17300157088983747,-95.23954023,Plant,5.548216580083333,2.7229109916666667,0,1,2.771900749,0.014408752156862676,0.014408752156862676
Sub-Humid,I-NA,leaf,1,NA,Terrestrial,-30.96532095,-57.353613187760544,-1.271932047666667,-6.45,0.173,0.122,0.17300157088983747,-58.46947332,Plant,5.548216580083333,2.7229109916666667,0,1,1.450978944,0,0
Sub-Humid,I-NA,leaf,1,NA,Terrestrial,-32.11753522,-91.45141222776056,2.1971452193333336,-6.45,0.173,0.122,0.17300157088983747,-92.56727236,Plant,5.548216580083333,2.7229109916666667,0,1,4.920056211,0.6462191821568628,0.6462191821568628
Sub-Humid,I-Gatherer,Leptophlebiidae,2,NA,Invertebrate,-35.23904967,-108.37688287063796,0.34068904352910523,-6.45,0.173,0.122,0.31607229912589563,-110.4155492,Animal,5.548216580083333,2.7229109916666667,0.4643921380340013,0.5356078619659987,4.375649738,0.10020265986150154,0.10020265986150154
Sub-Humid,F-Piscivore,M.salmoides,3.8,80,Fish,-29.62686975,-96.26971696438528,7.106593065292355,-6.45,0.173,0.122,0.5141299698627473,-99.58585527,Animal,5.548216580083333,2.7229109916666667,0.09882988027410455,0.9011701197258954,10.10872867,2.09017443096834,1.9740536292478763
Sub-Humid,F-Herbivore,P.latipinna,2,40,Fish,-27.71802808,-84.45336043063797,6.583048838506608,-6.45,0.173,0.122,0.31607229912589563,-86.49202676,Animal,5.548216580083333,2.7229109916666667,0.18353499669298468,0.8164650033070153,9.824502282,1.9361908348548846,1.8808710967161737
Sub-Humid,F-Herbivore,P.latipinna,2,40,Fish,-27.04328912,-79.02226163063797,6.393901738506608,-6.45,0.173,0.122,0.31607229912589563,-81.06092796,Animal,5.548216580083333,2.7229109916666667,0.18353499669298468,0.8164650033070153,9.635355182,1.8805593348548848,1.8268290681447452
Sub-Humid,F-Herbivore,P.latipinna,2,40,Fish,-27.035048033333332,-82.12857314063797,7.648139191173275,-6.45,0.173,0.122,0.31607229912589563,-84.16723947,Animal,5.548216580083333,2.7229109916666667,0.18353499669298468,0.8164650033070153,10.889592634666666,2.2494527032862575,2.124483108659243
Sub-Humid,F-Herbivore,P.latipinna,2,40,Fish,-26.3438269,-91.62227894063795,9.967466996506609,-6.45,0.173,0.122,0.31607229912589563,-93.66094527,Animal,5.548216580083333,2.7229109916666667,0.18353499669298468,0.8164650033070153,13.20892044,2.9316079401490027,2.7687408323629468
Sub-Humid,I-Gatherer,Palaemonidae,2,NA,Invertebrate,-29.42323666,-91.88408812063795,5.338489032529106,-6.45,0.173,0.122,0.31607229912589563,-93.92275445,Animal,5.548216580083333,2.7229109916666667,0.4643921380340013,0.5356078619659987,9.373449727,1.5701438330967958,1.5252825807226016
Sub-Humid,I-NA,periphyton,1,NA,Aquatic,-29.65654471,-119.77905866776057,5.807125859916666,-6.45,0.173,0.122,0.17300157088983747,-120.8949188,Plant,5.548216580083333,2.7229109916666667,1,0,11.35534244,1.7079781940931371,1.6591788171190474
Sub-Humid,I-NA,periphyton,1,NA,Aquatic,-31.51686934,-115.25710276776056,-1.8226000870833337,-6.45,0.173,0.122,0.17300157088983747,-116.3729629,Plant,5.548216580083333,2.7229109916666667,1,0,3.725616493,0,0
Sub-Humid,I-NA,periphyton,1,NA,Aquatic,-30.8128521,-118.28600276776056,-0.7597425410833338,-6.45,0.173,0.122,0.17300157088983747,-119.4018629,Plant,5.548216580083333,2.7229109916666667,1,0,4.788474039,0,0
Sub-Humid,I-NA,periphyton,1,NA,Aquatic,-30.78215367,-126.46015286776056,4.206719443916666,-6.45,0.173,0.122,0.17300157088983747,-127.576013,Plant,5.548216580083333,2.7229109916666667,1,0,9.754936024,1.2372704246813724,1.2019198411190473
Sub-Humid,I-NA,periphyton,1,NA,Aquatic,-30.4649366,-126.25697386776056,-1.610436585083333,-6.45,0.173,0.122,0.17300157088983747,-127.372834,Plant,5.548216580083333,2.7229109916666667,1,0,3.937779995,0,0
Sub-Humid,I-NA,periphyton,1,NA,Aquatic,-30.80159601,-121.66922876776056,-1.3890929310833338,-6.45,0.173,0.122,0.17300157088983747,-122.7850889,Plant,5.548216580083333,2.7229109916666667,1,0,4.159123649,0,0
