site_code,flow_base,flow_sd,flow_max,HFPP3
Semi-Arid,35.3960625,11.11470120237893,0.5279999999999998,4.0650406504065035
Transition,58.6158795,1426.176690786866,116.8743961352657,17.073170731707318
Sub-Humid,6.654459749999999,131.90306965133183,82.40425531914894,21.951219512195124
